bar,open,high,low,close,volume,batched,isolated,cpu,abs_bi,abs_ic,abs_bc
0,88066.7,88174.6,88048.0,88155.1,5735.0,50.0,50.0,nan,0.0,nan,nan
1,88146.7,88160.1,88081.7,88081.7,4816.0,50.0,50.0,nan,0.0,nan,nan
2,88080.4,88080.4,87849.9,87850.0,10862.0,50.0,50.0,nan,0.0,nan,nan
3,87857.1,87944.5,87780.2,87930.1,15390.0,50.0,50.0,nan,0.0,nan,nan
4,87930.2,88039.6,87930.2,87991.6,4863.0,50.0,50.0,nan,0.0,nan,nan
5,87980.8,87980.8,87852.6,87856.9,2161.0,50.0,50.0,nan,0.0,nan,nan
6,87862.5,87869.1,87773.9,87797.8,3002.0,50.0,50.0,nan,0.0,nan,nan
7,87794.2,87794.2,87660.4,87672.7,7045.0,50.0,50.0,nan,0.0,nan,nan
8,87672.6,87704.8,87569.3,87664.0,6992.0,50.0,50.0,nan,0.0,nan,nan
9,87657.2,87718.7,87621.5,87639.1,4116.0,50.0,50.0,nan,0.0,nan,nan
10,87649.7,87726.9,87580.2,87580.2,5538.0,50.0,50.0,nan,0.0,nan,nan
11,87583.2,87604.9,87412.0,87430.1,7937.0,50.0,50.0,nan,0.0,nan,nan
12,87427.6,87504.4,87326.9,87504.4,28049.0,50.0,50.0,nan,0.0,nan,nan
13,87505.9,87647.8,87477.7,87600.8,5425.0,50.0,50.0,nan,0.0,nan,nan
14,87596.5,87649.2,87531.3,87564.6,5409.0,50.0,50.0,nan,0.0,nan,nan
15,87564.6,87669.2,87529.0,87648.0,5356.0,50.0,50.0,nan,0.0,nan,nan
16,87649.4,87731.5,87631.9,87721.9,8400.0,50.0,50.0,nan,0.0,nan,nan
17,87708.6,87759.6,87682.4,87759.6,6562.0,50.0,50.0,nan,0.0,nan,nan
18,87750.7,87750.7,87519.8,87519.8,4150.0,50.0,50.0,nan,0.0,nan,nan
19,87502.6,87590.1,87498.4,87562.6,3954.0,50.0,50.0,nan,0.0,nan,nan
20,87566.9,87578.4,87328.7,87343.5,11941.0,50.0,50.0,nan,0.0,nan,nan
21,87343.4,87344.0,87227.3,87256.3,12379.0,50.0,50.0,nan,0.0,nan,nan
